objid               ra       dec        z        Morph    T  Distance rMag umr amaj b_a name
587741815710613585 154.756239  21.283689  0.003599 Im/BCD   12 11.84 -15.59  1.28    54.9  0.78 LSBCF567-01
587745243630076031 154.769033  17.183359  0.006553 dEblue   -9 23.63 -14.31  0.88    16.5  0.94 SDSSJ101904.56+171100.0
587741830189941033 154.83069   22.702348  0.00526  dI       10 18.47 -14.54  1.1     31.   0.64 LSBCD500-04
587741568197460062 154.868849  29.383985  0.002913 dI       10  9.1  -12.96  1.14    38.   0.41 SDSSJ101928.52+292302.4
587741815710679391 154.868999  21.19017   0.004633 dI       10 15.97 -13.88  1.76    33.6  0.58 SDSSJ101928.56+211124.6
587725551206989952 154.878326  64.119004  0.005886 dEblue   -9 20.97 -14.31  1.26    24.   0.77 SDSSJ101930.79+640708.3
588009370684555317 154.887627  58.20573   0.007105 Egas     -5 25.83 -19.69  2.42   128.   0.82 NGC3182
587733081878954280 154.925663  52.066064  0.0023   Sm/Im    10  6.66 -13.12  1.11    71.7  0.43 UGC05571
587741817321422986 154.928723  22.452376  0.004886 Scd       6 16.98 -16.48  1.69   113.2  0.25 UGC05574
587741817321423059 154.945213  22.59479   0.004904 SABdm     8 17.05 -15.93  1.85    83.9  0.44 UGC05575
587732152572313651 154.978851  45.549757  0.002212 SAc       5  6.31 -15.88  2.89    59.8  0.99 NGC3198
588023047484866633 154.999512  24.790166  0.004197 dEblue   -9 14.23 -13.79  1.19    23.6  0.57 SDSSJ101959.88+244724.6
587735662087962672 155.015186  38.615548  0.006695 SBbc      4 24.2  -18.02  1.52    89.   0.66 UGC05577
587725816407982380 155.101297  63.43986   0.005774 Sm        9 20.52 -14.66  1.52    57.4  0.2  SDSSJ102023.96+632620.6
588017604674650327 155.110132  40.878093  0.003876 dI       10 12.95 -12.79  1.14    21.2  0.76 SDSSJ102026.43+405241.1
587742014345511092 155.233789  20.155797  0.005203 Sm/Im    10 18.24 -15.87  1.5     52.4  0.9  LSBCD568-04
588023048021934083 155.238031  25.36495   0.004361 SAcd      6 14.88 -17.26  1.5     58.   0.74 UGC05588
587729387683053700 155.30455   57.001274  0.009797 Im/BCD   12 36.55 -16.87  1.16    66.8  0.36 MCG+10-15-067
587742013808640153 155.322278  19.651762  0.00478  SAbc      4 16.55 -17.88  1.94    94.4  0.79 NGC3213
587738409253798086 155.334148  12.175176  0.0096   SBm       9 35.77 -17.04  1.52    46.   0.87 VIIIZw066
587738409790734486 155.409364  12.576111  0.009697 SABd      7 36.16 -18.18  1.69    70.4  0.75 UGC05595
587728950123692254 155.41185    0.900157  0.002338 dI       10  6.81 -12.38  0.9     25.5  0.82 SDSSJ102138.84+005400.6
587729387683119130 155.448309  56.930427  0.003866 SBd       7 12.91 -16.97  1.6    175.1  0.47 NGC3206
587725551207121150 155.454081  64.299475  0.001751 dI       10  4.46 -10.81  3.3     -9.  -9.   SDSSJ102148.94+641800.0
588013382198886556 155.606099  47.871777  0.005397 dEblue   -9 19.01 -13.76  0.91    25.1  0.44 SDSSJ102225.46+475218.4
588009365867266259 155.666449  58.09003   0.006758 dI       10 24.44 -14.77  1.17    30.   0.57 SDSSJ102239.94+580524.0
588017111555571963 155.757263  43.709354  0.00946  Sm/Im    10 35.21 -15.02  1.39    18.9  0.89 SDSSJ102301.66+434235.3
587742014345773084 155.814085  20.177921  0.003813 dEn      -6 12.69 -15.06  1.94    55.7  0.42 SDSSJ102315.38+201040.5
587742061597950044 155.839966  20.027279  0.003864 dS0n    -10 12.9  -15.74  2.14    61.5  0.89 2MASXJ10232162+2001380
587742061597884631 155.843483  19.914357  0.004463 dEn      -6 15.29 -14.21  2.6     20.1  0.92 2MASXJ10232246+1954510
587735348025884758 155.859626  12.815661  0.009623 SA0      -3 35.86 -18.42  2.91    53.1  0.84 MCG+02-27-005NED02
587738409790931222 155.859719  12.59514   0.008898 dSphun   -8 32.97 -15.34  1.94    26.6  0.71 SDSSJ102326.34+123542.5
587742061597949956 155.862474  19.898529  0.004233 E        -5 14.37 -18.81  2.73   106.7  0.82 NGC3226
587742013808902217 155.877377  19.865096  0.003646 SABa      1 12.03 -19.22  4.1    260.5  0.46 NGC3227
587732582589857934 155.884605  56.93176   0.004077 Sm/Im    10 13.75 -15.02  1.39    48.7  0.64 KUG1020+571
587738409790931011 155.913994  12.623763  0.00905  dI       10 33.58 -15.84  1.84    27.9  0.82 SDSSJ102339.36+123725.6
587738409790931037 155.93316   12.56776   0.00937  SA0/a     0 34.85 -20.79  2.71   127.1  0.54 NGC3230
587729387683250194 155.936077  57.02689   0.004026 Sbc       4 13.54 -16.81  1.67    95.2  0.52 NGC3220
587741533316579480 155.937328  27.111065  0.001744 dI       10  4.43 -12.21  1.01    37.5  0.66 SDSSJ102344.96+270639.9
587745964098584603 156.042454  78.628734  0.009417 Sab       2 35.04 -18.94  1.82    54.6  0.81 UGC05600
587742015419711502 156.054525  21.049733  0.004097 Sm/Im    10 13.82 -15.34  2.26    63.   0.97 UGC05629
587741708875399275 156.058637  24.431807  0.004079 dI       10 13.75 -13.27  1.21    28.2  0.43 SDSSJ102414.07+242554.5
587745964098584759 156.105924  78.608691  0.009266 SABb      3 34.44 -17.89  1.31    85.4  0.56 UGC05609
587732583126859890 156.116441  57.392513  0.008469 Sm        9 31.26 -17.32  1.07   105.4  0.24 UGC05626
587742061598015566 156.144649  20.032717  0.00339  dEn      -6 11.   -14.43  2.08    53.3  0.61 SDSSJ102434.71+200157.8
587734950204145823 156.155296  11.908048  0.008095 Sdm       8 29.77 -16.01  1.46    67.6  0.19 FGC1063
587732583663861837 156.159065  57.794803  0.007337 dI       10 26.75 -15.26  1.12    24.   0.63 SBS1021+580
587742773474820218 156.167115  14.756764  0.004637 SBdm      8 15.98 -16.7   1.56   120.9  0.55 UGC05633
587742567322288158 156.270352  17.163737  0.00235  Im/BCD   12  6.85 -15.94  1.09   218.2  0.27 NGC3239
588009370147946613 156.291197  58.149996  0.007128 SAc       5 25.91 -18.59  1.86    -9.  -9.   NGC3225
587739646740791617 156.413458  28.680413  0.004153 dI       10 14.05 -14.18  1.39    37.   0.77 SDSSJ102539.23+284049.5
588017704531001384 156.424335  11.739119  0.007839 Sc        3 28.75 -18.14  1.56   163.5  0.16 UGC05642
587732701253599342 156.443536   5.651885  0.00384  Sdm       8 12.8  -14.51  1.53    80.6  0.23 CGCG037-033
588017111287398478 156.461635  43.932822  0.002186 dI       10  6.19 -12.44  0.73    34.3  0.49 SDSSJ102550.79+435558.1
587738411938742409 156.471171  14.36316   0.00457  Sbc       4 15.71 -17.56  1.7    178.   0.25 UGC05646
587732583126990934 156.48437   57.501931  0.008167 Im/BCD   12 30.05 -16.12  1.35    39.9  0.55 SDSSJ102556.25+573006.9
587725816408309883 156.590338  63.70927   0.005764 dEblue   -9 20.47 -13.87  0.94    17.6  0.7  SDSSJ102621.67+634233.4
587742061598277697 156.617683  20.228102  0.004016 Sab       2 13.5  -17.5   3.08    94.9  0.49 IC0610
587742014346101324 156.629051  20.283195  0.004021 dI       10 13.52 -13.19  1.66    32.7  0.49 SDSSJ102630.97+201659.5
588010358539157716 156.6742     3.861925  0.007172 SBd       7 26.09 -18.88  1.93   174.5  0.39 NGC3246
587734950204408083 156.674916  11.897226  0.007652 dI       10 28.   -15.32  1.37    28.5  0.73 SDSSJ102641.98+115350.0
587741566587437191 156.754706  28.639324  0.004493 Sc        5 15.4  -16.58  1.96   212.5  0.13 NGC3245A
587732581516181671 156.757272  56.270642  0.002665 BCD      13  8.1  -13.88  1.16    55.4  0.56 UGCA211
587725475492921615 156.787963  63.151318  0.003915 Sm/Im    10 13.09 -14.2   1.41    39.5  0.72 SDSSJ102709.10+630904.7
587741708338790495 156.806358  24.161896  0.003953 Im/BCD   12 13.25 -14.11  0.78    35.6  0.69 SDSSJ102713.52+240942.8
587741566587437137 156.82667   28.507391  0.0044   SAB0     -3 15.03 -19.8   2.59   231.4  0.44 NGC3245
587742061598343411 156.906262  20.078658  0.004153 dI       10 14.04 -14.06  2.21    41.6  0.52 SDSSJ102737.50+200443.2
587741601484111890 156.923024  24.271544  0.004114 Im/BCD   12 13.89 -15.51  1.01    51.8  0.83 ARK244
587741817322274863 156.939336  22.847173  0.00489  RSB0     -3 16.99 -18.82  2.42   167.7  0.55 NGC3248
588009368552341640 156.988453  60.634132  0.004153 dEbc     -7 14.04 -15.19  1.45    49.3  0.55 MCG+10-15-083
588017110213722172 157.012025  43.13234   0.007281 dI       10 26.52 -15.38  1.47    39.1  0.41 SDSSJ102802.89+430756.4
587741816785404147 157.08711   22.570875  0.001771 Sa        1  4.53 -14.6   1.72   188.2  0.25 SDSSJ102820.79+223416.3
587732770507653492 157.113405   8.173775  0.00497  dI       10 17.3  -12.82  1.06    25.5  0.27 SDSSJ102827.21+081025.5
587725475492987179 157.115485  63.145806  0.008442 dI       10 31.15 -15.76  1.59    54.9  0.41 [HS98]123
587742013272490082 157.124997  19.562389  0.003819 dI       10 12.71 -14.59  1.7     71.7  0.41 UGC05675
588017606286180460 157.136549  42.669136  0.001823 dI       10  4.74 -10.92  0.95    32.   0.54 SDSSJ102832.99+424007.5
588010358002483303 157.158985   3.558768  0.003859 Sdm       8 12.87 -15.38  1.22    97.1  0.28 UGC05677
587728308560527514 157.179166   2.063479  0.006898 dI       10 24.99 -14.88  0.76    23.5  0.61 SDSSJ102842.99+020348.5
588010359076290630 157.200295   4.23475   0.007146 BCD      13 25.98 -16.34  0.74    34.8  0.65 SDSSJ102848.10+041401.2
587732772655267876 157.231959   9.862618  0.00407  Im/BCD   12 13.71 -15.08  1.22    52.2  0.58 SDSSJ102855.73+095141.7
588009366404595854 157.23388   58.973007  0.008346 SABdm     8 30.76 -17.89  1.46    64.   0.81 UGC05673
587741602558050436 157.244359  25.286964  0.004164 dI       10 14.09 -13.84  1.31    36.4  0.47 SDSSJ102858.64+251713.1
587731500797067422 157.269525  54.716327  0.004763 Im       10 16.48 -16.57  1.7     77.2  0.67 UGC05676
587741829654053158 157.29524   22.775715  0.0046   dI       10 15.83 -14.27  1.5     64.3  0.26 SDSSJ102910.85+224632.5
587741567661506578 157.333087  29.491821  0.00409  SAbc      4 13.79 -18.61  2.63   383.8  0.18 NGC3254
588017978346569855 157.430771  36.271617  0.003901 Sm/Im    10 13.04 -13.75  1.13    33.1  0.45 KUG1026+365
587735348026605686 157.444933  13.018168  0.009807 Sc        3 36.58 -18.79  1.88   114.7  0.36 UGC05695
587725475493118082 157.471905  63.308348  0.005479 dEblue   -9 19.33 -14.24  1.35    22.3  0.86 SDSSJ102953.25+631829.9
587742062135541789 157.473835  20.801499  0.009697 SAm       9 36.15 -17.04  1.42    58.4  0.51 LSBCF568-07
587732701791060078 157.684728   6.125435  0.00191  dI       10  5.08 -12.63  1.21    56.9  0.61 SDSSJ103044.29+060737.5
587741707802247329 157.706982  23.965064  0.004421 SAd       7 15.11 -15.65  1.49    45.   0.92 SDSSJ103049.68+235754.2
587741566587830328 157.778205  28.796661  0.004773 SA0      -3 16.51 -17.99  1.74    83.   0.66 NGC3265
587731868017361170 157.787052  50.78572   0.00294  Sm/Im    10  9.2  -13.72  1.38    56.7  0.47 SDSSJ103108.90+504708.6
587745964635455566 157.789328  78.887204  0.00935  SBcd      6 34.76 -17.91  1.65    81.9  0.66 UGC05682
587738617021268224 157.795496  34.502937  0.00498  Sm/Im    10 17.34 -14.54  2.39    85.3  0.43 UGC05706
587728880341876805 157.805444   4.472245  0.003924 SBm       9 13.13 -16.68  3.18   190.3  0.22 UGC05708
588297863113539612 157.809349  43.137454  0.00934  SBd       7 34.72 -18.46  1.49    89.8  0.81 UGC05707
588017604138696797 157.826547  41.040679  0.008611 dI       10 31.82 -15.25  1.16    18.8  0.75 KUG1028+412
588297863113539744 157.827369  43.092721  0.009498 dEblue   -9 35.35 -15.99  1.46    20.1  0.84 SDSSJ103118.57+430533.7
587725550670643312 157.861742  64.257059  0.005726 dI       10 20.32 -14.54  1.43    28.9  0.61 SDSSJ103126.81+641525.5
587728880341942349 157.905331   4.572786  0.003898 BCD      13 13.02 -14.55  0.39    27.6  0.62 SDSSJ103137.27+043422.0
587738410865590404 157.920086  13.834924  0.004279 SBd       7 14.54 -14.91  1.16    40.9  0.54 2MASXiJ1031407+135004
588017705068527803 157.925439  12.282404  0.009542 dI       10 35.53 -15.59  1.32    28.8  0.58 SDSSJ103142.10+121656.6
587741602558312543 157.930282  25.30761   0.004197 Im/BCD   12 14.22 -15.08  1.48    53.4  0.89 UGC05716
587741817859604490 157.957115  23.417404  0.004076 Im/BCD   12 13.73 -14.81  0.71    33.5  0.69 2MASXJ10314966+2325030
587741533854302299 157.982492  28.026035  0.001493 dI       10  3.42 -11.56  1.23    33.6  0.85 SDSSJ103155.80+280133.7
587741828580507881 157.986194  22.097054  0.003984 Sm/Im    10 13.36 -13.82  1.39    43.9  0.39 SDSSJ103156.69+220549.4
588010359076618704 158.005341   4.346082  0.00391  dI       10 13.07 -12.89  1.39    21.2  0.63 SDSSJ103201.28+042045.9
587741566051024983 158.043234  28.483056  0.005277 dEbc     -7 18.52 -16.42  1.75    51.   0.71 2MASXJ10321042+2828595
587741490904760425 158.07176   27.668805  0.001629 SABm      9  3.96 -15.15  1.26    -9.  -9.   NGC3274
587732580979572816 158.081335  56.085168  0.003142 SBm       9 10.   -15.7   1.43   111.8  0.5  NGC3264
587725817482510464 158.087207  64.868162  0.005768 dEblue   -9 20.48 -14.01  1.57    20.   0.79 SDSSJ103220.91+645205.3
587741566051025019 158.089063  28.420364  0.005411 dI       10 19.06 -14.67  1.6     34.5  0.63 SDSSJ103221.38+282513.3
587732049487265829 158.132765  54.401044  0.004823 Im/BCD   12 16.71 -18.18  1.17    99.1  0.67 UGC05720
587725817482575888 158.145249  65.041093  0.005624 SABbc     4 19.91 -18.69  2.1    101.9  0.69 NGC3259
587741566588027069 158.194296  28.920391  0.006018 dI       10 21.48 -14.62  1.27    30.3  0.81 SDSSJ103246.63+285513.4
587738409791979548 158.221578  13.008803  0.0099   dI       10 36.95 -15.04  1.29    19.6  0.49 SDSSJ103253.18+130031.7
587741566051090495 158.231007  28.511743  0.004773 SAa       1 16.51 -19.35  2.34   179.4  0.67 NGC3277
587741817859735588 158.285715  23.560264  0.004298 Im/BCD   12 14.62 -14.15  0.87    32.6  0.55 SDSSJ103308.57+233337.0
587745244168454242 158.317649  18.219596  0.004276 IBm      10 14.53 -13.97  1.43    34.   0.52 SDSSJ103316.24+181310.5
587725551207710736 158.323351  64.749359  0.006338 SB0      -3 22.76 -19.2   2.49    96.   0.95 NGC3266
587741817859735772 158.338503  23.651688  0.00438  dI       10 14.94 -13.37  1.45    31.6  0.39 SDSSJ103321.24+233906.1
587741828043767995 158.339639  21.594585  0.004485 dI       10 15.36 -13.45  1.14    25.5  0.75 SDSSJ103321.51+213540.5
587732582053576732 158.368554  57.052627  0.008823 SAbc      4 32.66 -18.47  1.48    70.   0.64 KUG1030+573
587725816945639754 158.415022  64.688038  0.006159 dI       10 22.04 -14.1   1.32    36.6  0.41 SDSSJ103339.60+644116.8
587724649247604851 158.503922  -2.366358  0.00678  Im/BCD   12 24.52 -16.48  0.48    67.4  0.28 CGCG009-081
587742774549610796 158.522497  15.780593  0.004099 dI       10 13.82 -13.1   0.99    26.1  0.45 SDSSJ103405.40+154650.1
587732583127515190 158.542314  58.063647  0.007473 BCD      13 27.28 -15.7   0.26    26.8  0.56 MRK1434
587738410865917958 158.582533  13.754363  0.009894 Im       10 36.93 -19.46  1.96    76.2  0.62 UGC05739
587739158731554822 158.624221  35.256766  0.005094 SAcd      6 17.79 -17.61  1.58    77.4  0.64 UGC05738
587741829654577390 158.665815  23.090042  0.00413  SABdm     8 13.95 -14.25  1.27    38.7  0.72 ADBSJ103439+2305
588017703458242613 158.678332  11.19734   0.004643 Sa        1 15.99 -18.49  2.52   177.8  0.24 NGC3279
587724649784606728 158.68656   -1.969033  0.00319  S0gas    -3 10.19 -17.59  2.39    95.4  0.87 UGC05745
587733079195320383 158.691481  50.768186  0.002172 SABm      9  6.13 -14.29  1.84    88.3  0.73 UGC05740
587741828043898918 158.697064  21.648268  0.004413 SBd       7 15.07 -18.48  1.65   199.7  0.37 NGC3287
587739159268491400 158.701376  35.631899  0.003053 dI       10  9.65 -13.08  1.18    27.4  0.78 KUG1031+358
587739646204772476 158.71285   28.664128  0.004413 Sm/Im    10 15.07 -15.29  1.65    49.1  0.78 SDSSJ103451.08+283950.9
587725550670840009 158.732719  64.475934  0.006098 dI       10 21.8  -14.16  1.56    26.1  0.71 SDSSJ103455.81+642833.6
588017703995113657 158.733871  11.492374  0.003916 dI       10 13.09 -13.66  1.09    31.8  0.61 SDSSJ103456.13+112932.6
587745965172261002 158.78305   79.150554  0.009166 SBm/IBm  10 34.03 -15.88  1.42    40.9  0.57 UGC05728
587741709413384344 158.796048  25.451114  0.00433  dEblue   -9 14.74 -13.01  0.81    15.9  0.87 SDSSJ103511.05+252704.0
588295840706199751 158.800305  46.236734  0.001683 dI       10  4.17 -11.5   1.02    51.6  0.26 SDSSJ103512.08+461412.2
587738948285497392 158.844671  37.671651  0.005717 BCD      13 20.28 -17.02  0.96    75.9  0.47 KUG1032+379B
587741603095642215 158.925167  26.125833  0.004643 IBm      10 15.99 -16.59  1.24    56.9  0.78 CGCG124-041
587734862148534462 158.954065   8.483275  0.003863 dI       10 12.88 -13.57  1.74    49.5  0.36 AGC202017
587732136452948116 158.999187  50.275373  0.002831 dI       10  8.76 -12.67  1.05    28.   0.64 SDSSJ103559.81+501631.5
587738410329178298 159.053295  13.44954   0.009812 Sm/Im    10 36.6  -16.57  1.6     57.8  0.49 UGC05758
587738947748626521 159.067698  37.324686  0.00529  SAc       5 18.57 -19.68  2.06   175.   0.65 NGC3294
587741490368282852 159.068733  27.539057  0.001278 dI       10  2.55 -10.17  1.81    36.9  0.72 GALEXASCJ103616.32+273216
587738946674819185 159.073304  36.42533   0.002067 Im/BCD   12  5.71 -12.34  1.18    43.2  0.52 KUG1033+366B
587735348564197404 159.088785  13.711483  0.00965  Sbc       4 35.95 -19.18  2.11   130.5  0.3  UGC05760
587735347490390068 159.099421  12.707528  0.002138 SABdm     8  5.99 -15.42  2.      -9.  -9.   NGC3299
587732484352901258 159.104216  47.698234  0.005196 dI       10 18.2  -14.17  1.02    22.1  0.76 SDSSJ103625.01+474153.6
587732580979900638 159.124495  56.283656  0.008099 dI       10 29.77 -15.58  1.67    35.6  0.72 SDSSJ103629.88+561701.1
587731870165565461 159.151437  52.850575  0.003164 BCD      13 10.09 -14.46  0.91    49.5  0.53 SBS1033+531
587735349101133857 159.160174  14.171105  0.00998  SB0      -3 37.27 -20.51  2.57   150.   0.49 NGC3300
587739406235795562 159.179759  31.547258  0.001955 Im/BCD   12  5.26 -12.44  0.74    69.7  0.33 UGC05764
587735348564197664 159.190142  13.595895  0.00981  Sd        7 36.59 -15.32  1.19    28.1  0.43 SDSSJ103645.63+133545.2
587741828044095581 159.233488  21.882084  0.00454  SAB0     -3 15.58 -19.38  2.42   225.2  0.31 NGC3301
587738410866180348 159.236493  13.934214  0.009951 Im/BCD   12 37.15 -16.12  1.31    39.9  0.56 SDSSJ103656.76+135603.2
587738409255501921 159.292555  12.652575  0.00962  SBc       5 35.83 -19.49  2.08    86.5  0.6  NGC3306
587734950205522104 159.347322  12.156555  0.009523 SAdm      8 35.45 -17.86  1.36    62.6  0.47 CGCG065-072
587738946674950318 159.50122   36.696535  0.005082 Sm/Im    10 17.74 -14.07  1.12    38.   0.46 SDSSJ103800.30+364147.5
587725816408899636 159.506761  64.266361  0.005671 dEbc     -7 20.09 -17.8   1.92    58.4  0.89 UGC05776
588017702384828433 159.533311  10.380854  0.003786 dEbc     -7 12.57 -16.79  1.18    67.1  0.79 CGCG065-074
587746029596573792 159.538771  79.366464  0.006535 dI       10  0.   -20.44  1.29    45.4  0.46 UGC05757
588295842317271069 159.60709   47.710153  0.005262 dI       10 18.46 -15.08  0.96    29.   0.93 SDSSJ103825.71+474236.6
587731870702633032 159.691056  53.503378  0.003309 SAcd      6 10.66 -18.83  1.29   183.9  0.49 NGC3310
588017604139352106 159.789411  41.686674  0.002475 SBd       7  7.34 -16.11  1.5     -9.  -9.   NGC3319
588017604139352172 159.80352   41.505617  0.00222  dEbc     -7  6.32 -13.1   1.41    37.9  0.91 SDSSJ103912.85+413020.2
587728308024836195 159.854972   1.719189  0.002378 dI       10  6.95 -14.79  1.3     66.9  0.86 UGC05797
587732484353097771 159.862014  47.947098  0.002812 SBdm      8  8.68 -15.18  1.63   112.3  0.33 UGC05791
587732483816227062 159.886042  47.532354  0.00843  dI       10 31.09 -14.76  1.16    21.3  0.78 SDSSJ103932.38+473157.6
588295841780400173 159.902097  47.397915  0.007775 Scd       6 28.48 -19.66  1.97   118.7  0.62 NGC3320
587732484353163315 159.945081  47.93171   0.005114 Sd        7 17.87 -16.81  1.27    87.4  0.38 UGC05798
587729386073424099 159.964676  56.733068  0.003783 Sm/Im    10 12.56 -14.17  1.29    63.1  0.35 SDSSJ103950.93+564403.1
587742062673526884 160.102712  21.618687  0.004103 SABdm     8 13.83 -16.3   1.43   113.8  0.51 UGC05805
587732134842531848 160.178551  49.206447  0.005011 Im/BCD   12 17.46 -14.43  1.4     46.4  0.42 SDSSJ104042.36+491223.7
588017705069576196 160.233567  12.472028  0.003362 Im       10 10.88 -15.67  2.93    76.1  0.48 UGC05812
587742014884544559 160.289991  21.361896  0.003976 BCD      13 13.33 -15.    0.4     34.7  0.62 MRK0724
587735348564787367 160.420698  13.824877  0.004153 dEn      -6 14.03 -14.35  1.75    32.9  0.59 SDSSJ104140.96+134929.5
587734950206046343 160.501535  12.334924  0.002575 dI       10  7.74 -14.24  1.45    77.   0.47 CGCG065-086
587735348564787262 160.531398  13.747001  0.00434  SAbc      4 14.78 -18.65  2.74   293.5  0.33 NGC3338
587725474956771504 160.544342  63.408557  0.00609  Im/BCD   12 21.76 -15.6   1.21    65.5  0.31 SDSSJ104209.87+632439.6
588009367479255190 160.555666  60.560039  0.008697 dI       10 32.15 -15.71  1.16    27.6  0.58 SDSSJ104213.36+603336.1
587732483816423467 160.559261  47.766747  0.005147 dEbc     -7 18.   -16.56  1.08    63.7  0.43 UGCA216
587738410866770182 160.610459  13.957142  0.00498  dI       10 17.33 -14.62  1.58    50.7  0.42 SDSSJ104226.51+135725.7
587739157121531946 160.678279  34.449276  0.002101 Im/BCD   12  5.84 -14.01  1.27    -9.  -9.   UGC05829
587735348027981917 160.701875  13.459832  0.003929 SBbc      4 13.14 -17.05  1.21   120.2  0.51 UGC05832
588013383274332309 160.716253  50.10514   0.005413 dI       10 19.06 -14.93  1.13    33.2  0.62 SDSSJ104251.89+500618.5
587735348564852915 160.718461  13.741074  0.003863 dI       10 12.87 -13.67  1.32    30.3  0.49 SDSSJ104252.43+134427.9
588848899904241721 160.730999  -0.140298  0.007884 dEbc     -7 28.91 -15.92  1.35    22.   0.89 SDSSJ104255.43-000825.0
587735348028047475 160.772717  13.510383  0.004225 dI       10 14.32 -14.57  1.2     46.1  0.67 CGCG065-090
587742061063110681 160.774915  20.422279  0.004403 S0gas    -3 15.03 -17.4   1.66    -9.  -9.   UGC05833
587732483279552657 160.790466  47.216057  0.007781 SABdm     8 28.5  -15.1   1.66    32.3  0.55 SDSSJ104309.71+471257.8
587725083583578186 160.837897  -2.134911  0.0034   dI       10 11.03 -13.19  1.39    30.4  0.63 2dFGRSN227Z279
587741708340428851 160.879512  24.922492  0.001935 SABbc     4  5.18 -17.27  2.51   294.8  0.78 NGC3344
587738411940642859 160.912108  14.871855  0.004203 SBcd      6 14.23 -18.07  1.83   225.4  0.55 NGC3346
587729388221431876 160.965967  58.644205  0.003912 dI       10 13.07 -13.45  1.01    21.8  0.8  SDSSJ104351.82+583839.1
587741533318545501 160.983494  28.147023  0.004914 Sdm       8 17.07 -15.68  1.65    47.   0.44 UGC05844
588017703996096547 160.990397  11.70379   0.0026   SBb       3  7.83 -18.61  2.51   286.6  0.8  MESSIER095
587732483816554525 161.032463  47.711708  0.005122 dI       10 17.9  -14.15  0.99    21.5  0.62 SDSSJ104407.79+474242.1
587732051098927223 161.09647   56.421449  0.002742 SAdm      8  8.4  -15.3   1.68   120.3  0.55 UGC05848
588009371759935755 161.1189    60.367054  0.003409 Sm/Im    10 11.06 -13.79  1.25    83.   0.27 UGC05846
587738410330095662 161.129192  13.711201  0.009561 dI       10 35.59 -15.43  1.12    16.5  0.69 SDSSJ104431.00+134240.3
587735348565049497 161.146982  13.939652  0.002174 dS0n    -10  6.13 -12.85  1.77    41.1  0.85 SDSSJ104435.27+135622.7
587742062673920129 161.151826  21.66637   0.003873 SA0/a     0 12.91 -16.25  1.68    84.3  0.58 SDSSJ104436.44+213958.9
587742062137049291 161.152377  21.371476  0.009235 dI       10 34.3  -15.14  1.23    24.1  0.53 SDSSJ104436.57+212217.3
587732703940051227 161.188845   7.998803  0.008495 dI       10 31.35 -15.66  1.64    31.   0.91 SDSSJ104445.32+075955.7
587742061600178452 161.231136  20.867626  0.003619 dI       10 11.9  -13.37  1.12    36.   0.63 LSBCD568-02
587732048414245048 161.233035  54.207661  0.003332 Sm/Im    10 10.75 -12.76  1.4     29.7  0.78 SDSSJ104455.84+541222.6
588848900978180205 161.234528   0.740863  0.0054   Im/BCD   12 19.01 -14.97  1.07    29.2  0.71 SHOC307
587734949669437630 161.239542  11.916033  0.00291  dI       10  9.07 -12.37  3.9     -9.  -9.   SDSSJ104457.30+115459.0
587742773477048396 161.290953  15.449839  0.004079 dI       10 13.74 -14.46  1.38    33.2  0.74 SDSSJ104509.83+152659.4
587732050562056211 161.343302  55.960395  0.003149 BCD      13 10.02 -17.13  1.18    99.2  0.71 NGC3353
587745964099436687 161.484007  77.102011  0.006031 SABab     2  0.   -20.22  1.33    33.5  0.78 UGC05854
587739097518047287 161.497398  34.964867  0.006808 SBa       1 24.62 -18.57  2.23    78.2  0.82 UGC05870
587742569472065592 161.51152   19.537747  0.004325 dEbc     -7 14.72 -14.96  1.61    32.7  0.65 2MASXJ10460282+1932158
587728308025557070 161.552435   1.813288  0.003289 Scd       6 10.58 -17.1   1.74   391.   0.14 NGC3365
587728947978895446 161.595148  -0.758379  0.0014   Sm/Im    10  3.04  -8.29  2.52     9.1  0.71 SDSSJ104622.83-004530.1
587741489832394981 161.626844  27.698961  0.005142 dI       10 17.98 -14.5   1.77    29.4  0.93 SDSSJ104630.44+274156.3
587738410330292307 161.64564   13.750862  0.0099   SBc       5 36.94 -20.5   2.27   154.   0.82 NGC3367
587725474420097049 161.653559  63.224239  0.003379 SBc       5 10.94 -17.86  2.1    232.   0.62 NGC3359
588017704533295374 161.67215   12.327046  0.00338  dSphn    -8 10.95 -13.84  1.91    43.4  0.77 SDSSJ104641.31+121937.3
588017703996424196 161.690315  11.819963  0.002992 SBa       1  9.4  -19.77  2.69   162.6  0.91 MESSIER096
587742865815634125 161.699198  17.273566  0.004345 dI       10 14.8  -14.21  1.57    45.2  0.62 SDSSJ104647.81+171624.8
587732482206007439 161.733511  46.709913  0.007707 Sc        3 28.21 -17.06  1.51    66.7  0.28 KUG1043+469
587742865815633973 161.766856  17.27362   0.00434  SABc      5 14.78 -18.8   1.92   227.2  0.37 NGC3370
587731498650566733 161.830424  54.037743  0.002558 Im/BCD   12  7.67 -14.19  1.5     66.6  0.81 UGC05883
587738410867294247 161.843338  14.071317  0.001912 SAm       9  5.08 -13.94  3.62    94.8  0.78 NGC3377A
588017702922748004 161.922814  11.077073  0.009163 SAc       5 34.01 -19.45  2.09   249.8  0.21 UGC05897
587735348565377087 161.932067  13.987773  0.002218 E        -5  6.31 -17.38  2.17    -9.  -9.   NGC3377
